province_state,country_region,date,confirmed_state,deaths_state
Oklahoma,US,2021/1/3,304072,2547
Oklahoma,US,2020/8/1,37731,549
Oklahoma,US,2020/12/16,245229,2128
Oklahoma,US,2020/11/16,156857,1538
Oklahoma,US,2020/6/28,12947,385
Oklahoma,US,2020/7/28,33775,509
Oklahoma,US,2021/1/31,389472,3547
Oklahoma,US,2021/2/5,399727,3710
Oklahoma,US,2020/9/23,80161,970
Oklahoma,US,2020/10/14,102615,1132
Oklahoma,US,2021/1/25,374853,3293
Oklahoma,US,2020/12/29,283781,2405
Oklahoma,US,2020/9/6,63607,853
Oklahoma,US,2021/2/7,403954,3813
Oklahoma,US,2020/9/19,75804,943
Oklahoma,US,2020/9/2,60118,821
Oklahoma,US,2020/10/7,94352,1075
Oklahoma,US,2020/5/2,3851,238
Oklahoma,US,2020/7/2,14531,395
Oklahoma,US,2020/6/19,9707,367
Oklahoma,US,2020/6/2,6692,339
Oklahoma,US,2021/2/11,409401,3948
Oklahoma,US,2020/10/22,112483,1221
Oklahoma,US,2020/10/19,108073,1173
Oklahoma,US,2020/8/10,43963,605
Oklahoma,US,2021/2/3,394283,3654
Oklahoma,US,2020/9/10,66700,876
Oklahoma,US,2021/1/1,290936,2489
Oklahoma,US,2020/6/10,7483,356
Oklahoma,US,2020/10/27,118409,1273
Oklahoma,US,2020/7/10,19092,416
Oklahoma,US,2020/5/10,4589,272
Oklahoma,US,2020/11/22,174330,1634
Oklahoma,US,2020/12/22,265620,2240
Oklahoma,US,2020/12/27,279139,2370
Oklahoma,US,2021/2/18,416476,4112
Oklahoma,US,2020/11/27,187567,1704
Oklahoma,US,2020/6/6,7059,347
Oklahoma,US,2020/9/15,71314,912
Oklahoma,US,2020/8/6,41401,593
Oklahoma,US,2021/1/17,354979,2987
Oklahoma,US,2021/1/7,315354,2672
Oklahoma,US,2020/7/15,22814,432
Oklahoma,US,2020/5/15,5087,285
Oklahoma,US,2020/11/23,177874,1649
Oklahoma,US,2020/11/14,150205,1516
Oklahoma,US,2021/1/23,370149,3231
Oklahoma,US,2020/6/7,7150,348
Oklahoma,US,2020/5/11,4613,274
Oklahoma,US,2020/9/11,67642,888
Oklahoma,US,2020/12/9,222993,1945
Oklahoma,US,2020/7/5,15931,398
Oklahoma,US,2020/10/9,97088,1091
Oklahoma,US,2020/6/3,6805,341
Oklahoma,US,2020/9/18,74567,939
Oklahoma,US,2020/7/3,15069,398
Oklahoma,US,2020/12/11,229353,2007
Oklahoma,US,2020/10/8,95564,1085
Oklahoma,US,2020/10/26,117399,1251
Oklahoma,US,2020/5/18,5398,288
Oklahoma,US,2020/6/21,10516,369
Oklahoma,US,2020/7/21,26326,461
Oklahoma,US,2020/11/8,136258,1438
Oklahoma,US,2021/2/16,414780,4061
Oklahoma,US,2020/8/18,49312,679
Oklahoma,US,2021/2/1,390868,3564
Oklahoma,US,2020/12/1,199482,1758
Oklahoma,US,2020/7/31,36487,541
Oklahoma,US,2020/8/13,46103,638
Oklahoma,US,2020/7/13,20746,424
Oklahoma,US,2020/7/8,17894,407
Oklahoma,US,2020/8/8,43080,603
Oklahoma,US,2021/1/22,365992,3187
Oklahoma,US,2020/10/18,107299,1171
Oklahoma,US,2020/11/18,161425,1570
Oklahoma,US,2020/10/31,122762,1337
Oklahoma,US,2020/7/26,31285,496
Oklahoma,US,2020/8/26,54838,763
Oklahoma,US,2020/9/1,59398,808
Oklahoma,US,2020/6/1,6573,334
Oklahoma,US,2021/1/29,384217,3471
Oklahoma,US,2020/8/28,56260,786
Oklahoma,US,2020/9/28,85194,1007
Oklahoma,US,2021/1/14,344506,2882
Oklahoma,US,2020/4/28,3410,207
Oklahoma,US,2020/10/16,105308,1154
Oklahoma,US,2020/10/3,90748,1051
Oklahoma,US,2020/7/23,27969,477
Oklahoma,US,2020/5/28,6273,325
Oklahoma,US,2020/8/23,53165,726
Oklahoma,US,2020/7/6,16362,399
Oklahoma,US,2020/8/15,47798,657
Oklahoma,US,2020/10/23,113856,1234
Oklahoma,US,2020/10/29,120193,1306
Oklahoma,US,2021/2/17,415858,4089
Oklahoma,US,2020/6/24,11510,372
Oklahoma,US,2020/11/5,129873,1413
Oklahoma,US,2020/12/14,239767,2072
Oklahoma,US,2020/10/13,101493,1119
Oklahoma,US,2020/9/25,82520,993
Oklahoma,US,2020/6/14,8231,359
Oklahoma,US,2020/5/7,4330,260
Oklahoma,US,2020/5/25,6090,313
Oklahoma,US,2020/7/29,34623,523
Oklahoma,US,2020/11/28,193824,1717
Oklahoma,US,2020/9/7,64220,853
Oklahoma,US,2021/2/2,392164,3602
Oklahoma,US,2021/1/21,363046,3140
Oklahoma,US,2020/12/4,208875,1860
Oklahoma,US,2020/9/22,79072,962
Oklahoma,US,2020/5/22,5849,307
Oklahoma,US,2020/5/4,4044,238
Oklahoma,US,2020/6/4,6907,344
Oklahoma,US,2020/7/17,24140,445
Oklahoma,US,2020/9/17,73318,930
Oklahoma,US,2020/8/17,48711,665
Oklahoma,US,2021/1/27,379110,3388
Oklahoma,US,2020/9/24,81244,981
Oklahoma,US,2020/11/29,195545,1736
Oklahoma,US,2020/12/5,213245,1874
Oklahoma,US,2020/5/24,6037,311
Oklahoma,US,2020/10/5,91982,1055
Oklahoma,US,2020/7/24,29116,484
Oklahoma,US,2020/8/25,54172,744
Oklahoma,US,2020/6/25,11948,375
Oklahoma,US,2020/11/13,147358,1493
Oklahoma,US,2020/12/24,272553,2328
Oklahoma,US,2021/2/15,414272,4041
Oklahoma,US,2020/10/24,115685,1245
Oklahoma,US,2020/5/20,5532,299
Oklahoma,US,2020/6/29,13175,385
Oklahoma,US,2020/8/29,57353,797
Oklahoma,US,2020/12/12,233336,2042
Oklahoma,US,2021/2/21,419354,4181
Oklahoma,US,2020/4/29,3473,214
Oklahoma,US,2020/11/4,127772,1392
Oklahoma,US,2020/9/5,63187,850
Oklahoma,US,2020/6/16,8645,363
Oklahoma,US,2020/10/21,110855,1210
Oklahoma,US,2021/1/28,381430,3423
Oklahoma,US,2021/1/30,386590,3504
Oklahoma,US,2020/8/16,48342,661
Oklahoma,US,2020/12/21,263434,2218
Oklahoma,US,2020/7/11,19779,421
Oklahoma,US,2021/1/13,341364,2848
Oklahoma,US,2020/5/5,4127,247
Oklahoma,US,2021/1/15,348044,2925
Oklahoma,US,2020/7/16,23440,438
Oklahoma,US,2020/6/11,7626,358
Oklahoma,US,2020/11/15,154128,1528
Oklahoma,US,2020/10/10,98621,1095
Oklahoma,US,2020/8/5,40564,583
Oklahoma,US,2021/1/9,324875,2738
Oklahoma,US,2020/12/2,202341,1812
Oklahoma,US,2021/1/8,320586,2703
Oklahoma,US,2020/5/27,6229,322
Oklahoma,US,2020/6/27,12646,384
Oklahoma,US,2020/7/30,35740,536
Oklahoma,US,2020/9/30,87199,1031
Oklahoma,US,2020/7/27,32685,496
Oklahoma,US,2020/11/2,125195,1354
Oklahoma,US,2021/1/24,373090,3279
Oklahoma,US,2020/8/30,58119,799
Oklahoma,US,2020/10/2,89559,1044
Oklahoma,US,2020/9/27,84333,1006
Oklahoma,US,2021/1/16,351665,2952
Oklahoma,US,2020/5/30,6418,334
Oklahoma,US,2020/8/27,55550,778
Oklahoma,US,2020/6/30,13757,387
Oklahoma,US,2020/11/30,197745,1743
Oklahoma,US,2020/5/19,5489,293
Oklahoma,US,2020/12/7,218389,1911
Oklahoma,US,2020/10/30,121495,1326
Oklahoma,US,2020/11/7,131751,1429
Oklahoma,US,2020/12/30,287030,2453
Oklahoma,US,2020/7/19,25266,451
Oklahoma,US,2020/8/19,49923,699
Oklahoma,US,2020/4/30,3618,222
Oklahoma,US,2020/8/2,38225,550
Oklahoma,US,2020/7/9,18497,410
Oklahoma,US,2020/10/17,106468,1162
Oklahoma,US,2020/9/12,68659,899
Oklahoma,US,2020/8/9,43566,603
Oklahoma,US,2020/6/9,7363,354
Oklahoma,US,2020/5/9,4490,270
Oklahoma,US,2020/9/9,65929,863
Oklahoma,US,2020/7/12,20235,422
Oklahoma,US,2020/12/20,260838,2212
Oklahoma,US,2020/11/17,158408,1544
Oklahoma,US,2020/8/12,45398,627
Oklahoma,US,2020/5/12,4732,278
Oklahoma,US,2020/6/12,7849,360
Oklahoma,US,2020/11/20,167261,1603
Oklahoma,US,2020/12/17,248204,2144
Oklahoma,US,2020/10/20,109548,1191
Oklahoma,US,2021/2/14,413542,4024
Oklahoma,US,2020/12/25,272553,2328
Oklahoma,US,2020/11/12,144691,1481
Oklahoma,US,2020/10/12,100184,1104
Oklahoma,US,2020/9/20,76807,946
Oklahoma,US,2020/6/20,10038,368
Oklahoma,US,2020/8/20,50669,709
Oklahoma,US,2020/7/20,25436,452
Oklahoma,US,2021/1/20,360360,3085
Oklahoma,US,2021/1/12,337457,2804
Oklahoma,US,2020/5/17,5310,288
Oklahoma,US,2020/6/17,8904,364
Oklahoma,US,2020/9/4,62040,846
Oklahoma,US,2020/10/25,116736,1249
Oklahoma,US,2020/11/25,184342,1680
Oklahoma,US,2020/7/4,15648,398
Oklahoma,US,2020/8/4,39463,566
Virginia,US,2020/4/24,11594,411
Virginia,US,2020/6/15,54886,1552
Virginia,US,2020/8/24,113623,2471
Virginia,US,2020/5/6,20257,713
Virginia,US,2020/12/23,319133,4760
Virginia,US,2020/7/25,83609,2075
Virginia,US,2020/11/19,210787,3896
Virginia,US,2020/7/7,66740,1881
Virginia,US,2021/1/19,451076,5798
Virginia,US,2021/2/13,547424,6996
Virginia,US,2020/11/6,188770,3682
Virginia,US,2021/1/10,398856,5383
Virginia,US,2020/12/13,281909,4411
Virginia,US,2020/11/24,223582,3979
Virginia,US,2021/1/5,371913,5191
Virginia,US,2020/8/14,104838,2370
Virginia,US,2021/2/12,544209,6966
Virginia,US,2020/9/29,147345,3185
Virginia,US,2020/4/14,6182,154
Virginia,US,2021/1/4,367536,5132
Virginia,US,2021/1/11,403386,5393
Virginia,US,2020/9/13,133742,2724
Virginia,US,2020/5/29,42533,1358
Virginia,US,2020/5/16,29683,1003
Virginia,US,2020/10/4,151642,3270
Virginia,US,2020/11/21,215679,3938
Virginia,US,2020/9/16,136269,2882
Virginia,US,2021/2/6,526176,6773
Virginia,US,2020/4/27,13538,460
Virginia,US,2020/7/22,80393,2051
Virginia,US,2020/8/11,101745,2344
Virginia,US,2020/11/9,193477,3713
Virginia,US,2020/6/5,48532,1454
Virginia,US,2021/1/26,483326,6174
Virginia,US,2020/12/10,271043,4335
Virginia,US,2020/12/19,302972,4643
Virginia,US,2020/5/1,16902,581
Virginia,US,2020/8/7,97882,2317
Virginia,US,2020/7/14,72443,1977
Virginia,US,2020/12/31,349584,5032
Virginia,US,2020/10/6,152945,3288
Virginia,US,2021/2/9,534116,6898
Virginia,US,2020/9/14,134493,2743
Virginia,US,2020/5/14,27813,956
Virginia,US,2020/12/6,255053,4200
Virginia,US,2021/2/4,516398,6650
Virginia,US,2020/12/28,336175,4861
Virginia,US,2020/10/28,176754,3616
Virginia,US,2020/6/22,58465,1620
Virginia,US,2020/8/22,112068,2443
Virginia,US,2021/1/2,358755,5117
Virginia,US,2021/2/19,559930,7098
Virginia,US,2020/12/15,288309,4470
Virginia,US,2021/2/10,537319,6932
Virginia,US,2020/11/10,194912,3726
Virginia,US,2020/10/15,162538,3385
Virginia,US,2020/4/22,10266,349
Virginia,US,2020/10/11,158409,3355
Virginia,US,2020/5/3,18672,660
Virginia,US,2021/2/8,530825,6820
Virginia,US,2020/11/26,228900,4029
Virginia,US,2020/12/26,329577,4840
Virginia,US,2020/11/11,196506,3741
Virginia,US,2020/9/21,141022,3019
Virginia,US,2020/9/3,123637,2652
Virginia,US,2020/8/21,110857,2436
Virginia,US,2020/8/3,93106,2218
Virginia,US,2020/5/21,34137,1100
Virginia,US,2020/4/21,9630,324
Virginia,US,2020/6/18,56238,1586
Virginia,US,2020/7/18,76373,2025
Virginia,US,2020/12/8,262730,4260
Virginia,US,2020/5/13,26746,928
Virginia,US,2021/1/6,377300,5226
Virginia,US,2020/10/1,148536,3225
Virginia,US,2020/6/8,51251,1477
Virginia,US,2020/6/13,53869,1541
Virginia,US,2020/5/8,22342,812
Virginia,US,2020/8/31,120575,2580
Virginia,US,2020/12/18,299388,4598
Virginia,US,2020/5/31,44607,1375
Virginia,US,2020/9/26,145267,3142
Virginia,US,2020/9/8,128350,2686
Virginia,US,2020/11/1,182392,3655
Virginia,US,2021/1/18,446550,5739
Virginia,US,2021/2/20,561812,7197
Virginia,US,2020/5/26,39342,1236
Virginia,US,2020/12/3,244503,4147
Virginia,US,2020/6/26,60570,1700
Virginia,US,2020/6/23,58994,1645
Virginia,US,2020/11/3,184679,3666
Virginia,US,2020/5/23,35749,1159
Virginia,US,2020/7/1,63203,1786
Virginia,US,2021/1/3,363765,5124
Virginia,US,2020/8/1,90801,2215
Virginia,US,2020/12/16,292240,4508
Virginia,US,2020/11/16,204637,3806
Virginia,US,2020/6/28,61736,1732
Virginia,US,2020/7/28,86994,2095
Virginia,US,2021/1/31,504779,6464
Virginia,US,2021/2/5,521467,6732
Virginia,US,2020/9/23,142459,3087
Virginia,US,2020/10/14,161236,3378
Virginia,US,2021/1/25,478619,6081
Virginia,US,2020/12/29,340297,4920
Virginia,US,2020/9/6,126877,2678
Virginia,US,2021/2/7,529125,6778
Virginia,US,2020/9/19,139546,2988
Virginia,US,2020/9/2,122518,2641
Virginia,US,2020/10/7,153451,3300
Virginia,US,2020/5/2,17738,617
Virginia,US,2020/7/2,63735,1816
Virginia,US,2020/6/19,56793,1602
Virginia,US,2020/6/2,46239,1407
Virginia,US,2021/2/11,541018,6958
Virginia,US,2020/10/22,169566,3520
Virginia,US,2020/10/19,166360,3454
Virginia,US,2020/8/10,100749,2327
Virginia,US,2021/2/3,513339,6575
Virginia,US,2020/9/10,130460,2708
Virginia,US,2021/1/1,354766,5081
Virginia,US,2020/6/10,52177,1514
Virginia,US,2020/10/27,174786,3595
Virginia,US,2020/7/10,68931,1958
Virginia,US,2020/5/10,24081,839
Virginia,US,2020/11/22,217796,3938
Virginia,US,2020/12/22,314481,4705
Virginia,US,2020/12/27,333576,4854
Virginia,US,2021/2/18,557896,7090
Virginia,US,2020/11/27,230444,4044
Virginia,US,2020/6/6,49397,1461
Virginia,US,2020/9/15,135428,2837
Virginia,US,2020/8/6,95867,2299
Virginia,US,2021/1/17,439305,5729
Virginia,US,2021/1/7,382679,5275
Virginia,US,2020/7/15,73527,1992
Virginia,US,2020/5/15,28672,978
Virginia,US,2020/11/23,221038,3942
Virginia,US,2020/11/14,200799,3799
Virginia,US,2021/1/23,468655,6079
Virginia,US,2020/6/7,50679,1472
Virginia,US,2020/5/11,25070,850
Virginia,US,2020/9/11,131571,2711
Virginia,US,2020/12/9,267128,4281
Virginia,US,2020/7/5,65748,1853
Virginia,US,2020/10/9,156372,3341
Virginia,US,2020/4/16,6889,208
Virginia,US,2020/6/3,46905,1428
Virginia,US,2020/9/18,138605,2947
Virginia,US,2020/7/3,64393,1845
Virginia,US,2020/12/11,274438,4370
Virginia,US,2020/10/8,155270,3325
Virginia,US,2020/10/26,173663,3577
Virginia,US,2020/5/18,31140,1015
Virginia,US,2020/4/18,8053,258
Virginia,US,2020/6/21,57994,1611
Virginia,US,2020/7/21,79371,2048
Virginia,US,2020/11/8,192175,3707
Virginia,US,2021/2/16,553308,7037
Virginia,US,2020/8/18,108282,2396
Virginia,US,2020/4/13,5747,149
Virginia,US,2021/2/1,507640,6474
Virginia,US,2020/12/1,240063,4093
Virginia,US,2020/7/31,89888,2174
Virginia,US,2020/8/13,103622,2363
Virginia,US,2020/7/13,71642,1968
Virginia,US,2020/7/8,67375,1905
Virginia,US,2020/8/8,99189,2322
Virginia,US,2021/1/22,463751,6002
Virginia,US,2020/10/18,165676,3430
Virginia,US,2020/11/18,208833,3860
Virginia,US,2020/4/26,12970,449
Virginia,US,2020/4/23,10998,373
Virginia,US,2020/10/31,181190,3654
Virginia,US,2020/7/26,84567,2078
Virginia,US,2020/8/26,115448,2515
Virginia,US,2020/9/1,121593,2612
Virginia,US,2020/6/1,45398,1392
Virginia,US,2021/1/29,497912,6379
Virginia,US,2020/8/28,117578,2550
Virginia,US,2020/9/28,146444,3170
Virginia,US,2021/1/14,417839,5626
Virginia,US,2020/4/28,14339,492
Virginia,US,2020/10/16,163710,3405
Virginia,US,2020/10/3,150583,3267
Virginia,US,2020/7/23,81237,2054
Virginia,US,2020/5/28,41401,1338
Virginia,US,2020/8/23,112960,2467
Virginia,US,2020/7/6,66102,1853
Virginia,US,2020/8/15,105750,2381
Virginia,US,2020/10/23,170730,3535
Virginia,US,2020/10/29,178183,3636
Virginia,US,2021/2/17,555592,7075
Virginia,US,2020/6/24,59514,1661
Virginia,US,2020/4/15,6500,195
Virginia,US,2020/11/5,187202,3688
Virginia,US,2020/12/14,285149,4414
Virginia,US,2020/10/13,160447,3369
Virginia,US,2020/9/25,144294,3134
Virginia,US,2020/6/14,54506,1546
Virginia,US,2020/5/7,21570,769
Virginia,US,2020/5/25,37727,1208
Virginia,US,2020/7/29,87993,2125
Virginia,US,2020/4/20,8990,300
Virginia,US,2020/11/28,233617,4054
Virginia,US,2020/9/7,127516,2684
Virginia,US,2021/2/2,510380,6517
Virginia,US,2021/1/21,459604,5940
Virginia,US,2020/12/4,247380,4160
Virginia,US,2020/9/22,141884,3058
Virginia,US,2020/5/22,34950,1136
Virginia,US,2020/5/4,19493,684
Virginia,US,2020/6/4,47856,1445
Virginia,US,2020/7/17,75433,2013
Virginia,US,2020/9/17,137367,2918
Virginia,US,2020/8/17,107421,2385
Virginia,US,2021/1/27,488553,6228
Virginia,US,2020/9/24,143357,3111
Virginia,US,2020/11/29,235942,4058
Virginia,US,2020/12/5,251173,4197
Virginia,US,2020/5/24,36244,1171
Virginia,US,2020/10/5,152322,3273
Virginia,US,2020/7/24,82364,2067
Virginia,US,2020/8/25,114626,2494
Virginia,US,2020/6/25,59946,1675
Virginia,US,2020/11/13,199262,3785
Virginia,US,2020/12/24,323915,4791
Virginia,US,2021/2/15,551538,7016
Virginia,US,2020/4/25,12366,437
Virginia,US,2020/10/24,171791,3574
Virginia,US,2020/5/20,32908,1075
Virginia,US,2020/6/29,62189,1740
Virginia,US,2020/8/29,118794,2568
Virginia,US,2020/12/12,278615,4409
Virginia,US,2021/2/21,564115,7331
Virginia,US,2020/4/29,14962,522
Virginia,US,2020/11/4,185836,3677
Virginia,US,2020/9/5,125681,2677
Virginia,US,2020/6/16,55331,1570
Virginia,US,2020/10/21,168260,3511
Virginia,US,2021/1/28,493674,6308
Virginia,US,2021/1/30,502221,6449
Virginia,US,2020/8/16,106687,2381
Virginia,US,2020/12/21,310890,4654
Virginia,US,2020/7/11,69782,1962
Virginia,US,2021/1/13,412545,5552
Virginia,US,2020/5/5,20257,713
Virginia,US,2021/1/15,422634,5656
Virginia,US,2020/7/16,74431,2007
Virginia,US,2020/6/11,52647,1520
Virginia,US,2020/11/15,201960,3800
Virginia,US,2020/10/10,157609,3351
Virginia,US,2020/8/5,95049,2274
Virginia,US,2021/1/9,393715,5381
Virginia,US,2020/12/2,242480,4113
Virginia,US,2021/1/8,387917,5312
Virginia,US,2020/5/27,40249,1281
Virginia,US,2020/6/27,61247,1724
Virginia,US,2020/7/30,88904,2141
Virginia,US,2020/9/30,148092,3205
Virginia,US,2020/7/27,86072,2082
Virginia,US,2020/11/2,183418,3658
Virginia,US,2021/1/24,472447,6078
Virginia,US,2020/8/30,119729,2569
Virginia,US,2020/10/2,149490,3247
Virginia,US,2020/9/27,146001,3157
Virginia,US,2021/1/16,429391,5706
Virginia,US,2020/5/30,43611,1370
Virginia,US,2020/8/27,116569,2527
Virginia,US,2020/6/30,62787,1763
Virginia,US,2020/11/30,237835,4062
Virginia,US,2020/5/19,32145,1042
Virginia,US,2020/12/7,258870,4208
Virginia,US,2020/10/30,179639,3643
Virginia,US,2020/11/7,190873,3704
Virginia,US,2020/12/30,344345,4984
Virginia,US,2020/7/19,77430,2027
Virginia,US,2020/8/19,109019,2410
Virginia,US,2020/4/19,8542,277
Virginia,US,2020/4/30,15847,552
Virginia,US,2020/8/2,91782,2218
Virginia,US,2020/7/9,67988,1937
Virginia,US,2020/10/17,164795,3419
Virginia,US,2020/9/12,132868,2722
Virginia,US,2020/8/9,100086,2326
Virginia,US,2020/6/9,51738,1496
Virginia,US,2020/5/9,23196,827
Virginia,US,2020/9/9,129229,2697
Virginia,US,2020/7/12,70670,1966
Virginia,US,2020/12/20,306848,4650
Virginia,US,2020/11/17,206762,3835
Virginia,US,2020/8/12,102521,2352
Virginia,US,2020/5/12,25800,892
Virginia,US,2020/6/12,53211,1534
Virginia,US,2020/11/20,213331,3912
Virginia,US,2020/12/17,296093,4553
Virginia,US,2020/4/12,5274,141
Virginia,US,2020/10/20,167270,3482
Virginia,US,2021/2/14,549999,7012
Virginia,US,2020/12/25,327993,4820
Virginia,US,2020/11/12,198027,3758
Virginia,US,2020/10/12,159248,3358
Virginia,US,2020/9/20,140395,3013
Virginia,US,2020/6/20,57443,1607
Virginia,US,2020/8/20,109879,2427
Virginia,US,2020/7/20,78375,2031
Virginia,US,2021/1/20,455591,5861
Virginia,US,2021/1/12,407947,5477
Virginia,US,2020/5/17,30388,1010
Virginia,US,2020/6/17,55775,1583
Virginia,US,2020/9/4,124738,2662
Virginia,US,2020/10/25,172774,3575
Virginia,US,2020/11/25,226300,4008
Virginia,US,2020/7/4,65109,1849
Virginia,US,2020/8/4,94251,2244
Virginia,US,2020/4/17,7491,231
Louisiana,US,2020/4/24,26140,1660
Louisiana,US,2020/6/15,47172,3018
Louisiana,US,2020/8/24,143566,4764
Louisiana,US,2020/5/6,30399,2167
Louisiana,US,2020/12/23,293934,7226
Louisiana,US,2020/7/25,103734,3715
Louisiana,US,2020/11/19,211966,6199
Louisiana,US,2020/7/7,68263,3319
Louisiana,US,2021/1/19,372089,8324
Louisiana,US,2021/2/13,418585,9276
Louisiana,US,2020/11/6,186695,6016
Louisiana,US,2021/1/10,346829,7873
Louisiana,US,2020/12/13,268613,6818
Louisiana,US,2020/11/24,224403,6323
Louisiana,US,2021/1/5,326648,7635
Louisiana,US,2020/8/14,136737,4430
Louisiana,US,2021/2/12,418585,9276
Louisiana,US,2020/9/29,165624,5490
Louisiana,US,2020/4/14,21518,1013
Louisiana,US,2021/1/4,322181,7585
Louisiana,US,2021/1/11,348234,7918
Louisiana,US,2020/9/13,157455,5235
Louisiana,US,2020/5/29,38802,2767
Louisiana,US,2020/5/16,34117,2479
Louisiana,US,2020/10/4,168294,5577
Louisiana,US,2020/11/21,216709,6233
Louisiana,US,2020/9/16,158826,5296
Louisiana,US,2021/2/6,409861,9076
Louisiana,US,2020/4/27,27068,1740
Louisiana,US,2020/7/22,99354,3558
Louisiana,US,2020/8/11,133125,4313
Louisiana,US,2020/11/9,188352,6048
Louisiana,US,2020/6/5,41989,2912
Louisiana,US,2021/1/26,388562,8621
Louisiana,US,2020/12/10,261329,6724
Louisiana,US,2020/5/1,28711,1970
Louisiana,US,2020/8/7,128746,4207
Louisiana,US,2020/7/14,82042,3445
Louisiana,US,2020/12/31,315275,7488
Louisiana,US,2020/10/6,169044,5592
Louisiana,US,2021/2/9,414354,9162
Louisiana,US,2020/9/14,157947,5252
Louisiana,US,2020/5/14,33489,2417
Louisiana,US,2020/12/6,251123,6584
Louisiana,US,2021/2/4,408995,9044
Louisiana,US,2020/12/28,300539,7336
Louisiana,US,2020/10/28,181443,5890
Louisiana,US,2020/6/22,50239,3117
Louisiana,US,2020/8/22,141720,4687
Louisiana,US,2021/1/2,315275,7488
Louisiana,US,2021/2/19,422287,9440
Louisiana,US,2020/12/15,272276,6895
Louisiana,US,2021/2/10,414687,9212
Louisiana,US,2020/11/10,194702,6058
Louisiana,US,2020/10/15,173864,5707
Louisiana,US,2020/4/22,25258,1473
Louisiana,US,2020/10/11,172059,5655
Louisiana,US,2020/5/3,29340,2012
Louisiana,US,2021/2/8,412989,9142
Louisiana,US,2020/11/26,225638,6350
Louisiana,US,2020/12/26,296499,7272
Louisiana,US,2020/11/11,194702,6058
Louisiana,US,2020/9/21,161462,5377
Louisiana,US,2020/9/3,150651,5021
Louisiana,US,2020/8/21,141720,4687
Louisiana,US,2020/8/3,120846,4024
Louisiana,US,2020/5/21,36504,2629
Louisiana,US,2020/4/21,24854,1405
Louisiana,US,2020/6/18,48634,3062
Louisiana,US,2020/7/18,88590,3509
Louisiana,US,2020/12/8,254562,6652
Louisiana,US,2020/5/13,32662,2381
Louisiana,US,2021/1/6,333524,7681
Louisiana,US,2020/10/1,166584,5519
Louisiana,US,2020/6/8,43050,2944
Louisiana,US,2020/6/13,46283,3004
Louisiana,US,2020/5/8,30855,2227
Louisiana,US,2020/8/31,148193,4950
Louisiana,US,2020/12/18,282434,6994
Louisiana,US,2020/5/31,39916,2791
Louisiana,US,2020/9/26,163928,5444
Louisiana,US,2020/9/8,153433,5118
Louisiana,US,2020/11/1,183341,5926
Louisiana,US,2021/1/18,369951,8253
Louisiana,US,2021/2/20,422287,9440
Louisiana,US,2020/5/26,38054,2702
Louisiana,US,2020/12/3,244078,6524
Louisiana,US,2020/6/26,54769,3190
Louisiana,US,2020/6/23,51595,3134
Louisiana,US,2020/11/3,184769,5951
Louisiana,US,2020/5/23,36925,2668
Louisiana,US,2020/7/1,60178,3238
Louisiana,US,2021/1/3,321058,7537
Louisiana,US,2020/8/1,116280,3949
