province_state,country_region,date,confirmed_state,deaths_state
Missouri,US,2020/7/9,26410,1073
Missouri,US,2020/10/17,157108,2581
Missouri,US,2020/9/12,102290,1728
Missouri,US,2020/8/9,59383,1334
Missouri,US,2020/6/9,15352,845
Missouri,US,2020/5/9,9911,494
Missouri,US,2020/9/9,97504,1702
Missouri,US,2020/7/12,27880,1092
Missouri,US,2020/12/20,374812,5076
Missouri,US,2020/11/17,254151,3466
Missouri,US,2020/8/12,62956,1354
Missouri,US,2020/5/12,10269,529
Missouri,US,2020/6/12,15997,881
Missouri,US,2020/11/20,267914,3558
Missouri,US,2020/12/17,365678,4951
Missouri,US,2020/4/12,4269,118
Missouri,US,2020/10/20,161849,2625
Missouri,US,2021/2/14,487338,7771
Missouri,US,2020/12/25,388430,5460
Missouri,US,2020/11/12,229712,3351
Missouri,US,2020/10/12,146154,2424
Missouri,US,2020/9/20,114170,1826
Missouri,US,2020/6/20,18056,965
Missouri,US,2020/8/20,72353,1442
Missouri,US,2020/7/20,34102,1138
Missouri,US,2021/1/20,453777,6675
Missouri,US,2021/1/12,438663,6332
Missouri,US,2020/5/17,11108,600
Missouri,US,2020/6/17,17069,909
Missouri,US,2020/9/4,91228,1607
Missouri,US,2020/10/25,171796,2820
Missouri,US,2020/11/25,289002,3802
Missouri,US,2020/7/4,23583,1050
Missouri,US,2020/8/4,54422,1290
Missouri,US,2020/4/17,5371,184
Nebraska,US,2020/6/15,16851,220
Nebraska,US,2020/8/24,32047,383
Nebraska,US,2020/12/23,159662,1561
Nebraska,US,2020/7/25,24395,316
Nebraska,US,2020/11/19,109280,854
Nebraska,US,2020/7/7,20201,282
Nebraska,US,2021/1/19,182176,1842
Nebraska,US,2021/2/13,197027,2002
Nebraska,US,2020/11/6,80693,701
Nebraska,US,2021/1/10,176026,1760
Nebraska,US,2020/12/13,148861,1373
Nebraska,US,2020/11/24,115921,934
Nebraska,US,2021/1/5,171033,1692
Nebraska,US,2020/8/14,29988,361
Nebraska,US,2021/2/12,195485,2002
Nebraska,US,2020/9/29,45044,478
Nebraska,US,2021/1/4,169585,1682
Nebraska,US,2021/1/11,176670,1772
Nebraska,US,2020/9/13,38188,434
Nebraska,US,2020/5/29,13648,164
Nebraska,US,2020/10/4,47807,501
Nebraska,US,2020/11/21,113029,905
Nebraska,US,2020/9/16,39419,439
Nebraska,US,2021/2/6,193421,1968
Nebraska,US,2020/7/22,23486,311
Nebraska,US,2020/8/11,29030,351
Nebraska,US,2020/11/9,85551,710
Nebraska,US,2020/6/5,15406,187
Nebraska,US,2021/1/26,188122,1905
Nebraska,US,2020/12/10,145774,1329
Nebraska,US,2020/8/7,28104,345
Nebraska,US,2020/7/14,21717,286
Nebraska,US,2020/12/31,166798,1651
Nebraska,US,2020/10/6,48757,507
Nebraska,US,2021/2/9,194170,1978
Nebraska,US,2020/9/14,38642,435
Nebraska,US,2020/12/6,139834,1205
Nebraska,US,2021/2/4,192549,1952
Nebraska,US,2020/12/28,162849,1587
Nebraska,US,2020/10/28,66545,628
Nebraska,US,2020/6/22,17963,249
Nebraska,US,2020/8/22,31780,376
Nebraska,US,2021/1/2,168262,1669
Nebraska,US,2021/2/19,198442,2043
Nebraska,US,2020/12/15,150861,1438
Nebraska,US,2021/2/10,194632,1986
Nebraska,US,2020/11/10,87733,730
Nebraska,US,2020/10/15,55428,535
Nebraska,US,2020/10/11,52382,519
Nebraska,US,2021/2/8,193826,1968
Nebraska,US,2020/11/26,122952,982
Nebraska,US,2020/12/26,161337,1559
Nebraska,US,2020/11/11,89942,731
Nebraska,US,2020/9/21,41388,452
Nebraska,US,2020/9/3,35469,404
Nebraska,US,2020/8/21,31626,376
Nebraska,US,2020/8/3,26956,328
Nebraska,US,2020/5/21,11427,138
Nebraska,US,2020/6/18,17414,239
Nebraska,US,2020/7/18,22481,301
Nebraska,US,2020/12/8,142595,1271
Nebraska,US,2021/1/6,172469,1703
Nebraska,US,2020/10/1,46185,493
Nebraska,US,2020/6/8,15786,188
Nebraska,US,2020/6/13,16640,215
Nebraska,US,2020/8/31,34287,397
Nebraska,US,2020/12/18,154745,1470
Nebraska,US,2020/5/31,14101,170
Nebraska,US,2020/9/26,43596,469
Nebraska,US,2020/9/8,36469,407
Nebraska,US,2020/11/1,71666,654
Nebraska,US,2021/1/18,182176,1842
Nebraska,US,2021/2/20,198751,2047
Nebraska,US,2020/5/26,12619,147
Nebraska,US,2020/12/3,134710,1159
Nebraska,US,2020/6/26,18524,266
Nebraska,US,2020/6/23,18099,256
Nebraska,US,2020/11/3,74060,660
Nebraska,US,2020/5/23,11963,147
Nebraska,US,2020/7/1,19310,276
Nebraska,US,2021/1/3,169000,1672
Nebraska,US,2020/8/1,26391,332
Nebraska,US,2020/12/16,152103,1448
Nebraska,US,2020/11/16,101601,797
Nebraska,US,2020/6/28,18899,267
Nebraska,US,2020/7/28,25157,321
Nebraska,US,2021/1/31,190713,1920
Nebraska,US,2021/2/5,193069,1958
Nebraska,US,2020/9/23,42278,462
Nebraska,US,2020/10/14,54467,530
Nebraska,US,2021/1/25,187793,1894
Nebraska,US,2020/12/29,163781,1603
Nebraska,US,2020/9/6,35886,404
Nebraska,US,2021/2/7,193722,1968
Nebraska,US,2020/9/2,34995,399
Nebraska,US,2020/10/7,49396,507
Nebraska,US,2020/7/2,19452,282
Nebraska,US,2020/6/19,17588,244
Nebraska,US,2020/6/2,14616,170
Nebraska,US,2021/2/11,195006,1990
Nebraska,US,2020/10/22,61285,587
Nebraska,US,2020/10/19,58817,554
Nebraska,US,2020/8/10,28696,348
Nebraska,US,2021/2/3,192042,1931
Nebraska,US,2020/9/10,37373,430
Nebraska,US,2021/1/1,167716,1668
Nebraska,US,2020/6/10,16058,191
Nebraska,US,2020/10/27,65376,620
Nebraska,US,2020/7/10,20777,286
Nebraska,US,2020/11/22,114061,909
Nebraska,US,2020/12/22,158324,1521
Nebraska,US,2020/12/27,161974,1559
Nebraska,US,2021/2/18,198042,2025
Nebraska,US,2020/11/27,124066,984
Nebraska,US,2020/6/6,15572,187
Nebraska,US,2020/9/15,38970,436
Nebraska,US,2020/8/6,27821,340
Nebraska,US,2021/1/17,181978,1837
Nebraska,US,2021/1/7,173591,1811
Nebraska,US,2020/7/15,21979,291
Nebraska,US,2020/11/23,115921,934
Nebraska,US,2020/11/14,96834,779
Nebraska,US,2021/1/23,186854,1879
Nebraska,US,2020/6/7,15664,187
Nebraska,US,2020/12/19,155415,1475
Nebraska,US,2020/9/11,37851,437
Nebraska,US,2020/12/9,143924,1294
Nebraska,US,2020/7/5,19929,284
Nebraska,US,2020/10/9,50059,514
Nebraska,US,2020/6/3,14885,170
Nebraska,US,2020/9/18,40387,442
Nebraska,US,2020/7/3,19660,284
Nebraska,US,2020/12/11,146877,1343
Nebraska,US,2020/10/8,50059,514
Nebraska,US,2020/10/26,64499,603
Nebraska,US,2020/6/21,17812,244
Nebraska,US,2020/7/21,23190,310
Nebraska,US,2020/11/8,83969,703
Nebraska,US,2021/2/16,197447,2004
Nebraska,US,2020/8/18,30825,369
Nebraska,US,2021/2/1,190950,1920
Nebraska,US,2020/12/1,130194,1080
Nebraska,US,2020/7/31,26211,332
Nebraska,US,2020/8/13,29660,360
Nebraska,US,2020/7/13,21399,288
Nebraska,US,2020/7/8,20425,282
Nebraska,US,2020/8/8,28245,345
Nebraska,US,2021/1/22,186255,1878
Nebraska,US,2020/10/18,58068,548
Nebraska,US,2020/11/18,106617,826
Nebraska,US,2020/10/31,70732,652
Nebraska,US,2020/7/26,24618,316
Nebraska,US,2020/8/26,32727,386
Nebraska,US,2020/9/1,34574,399
Nebraska,US,2020/6/1,14345,170
Nebraska,US,2021/1/29,189597,1921
Nebraska,US,2020/8/28,33436,392
Nebraska,US,2020/9/28,44578,472
Nebraska,US,2021/1/14,180131,1818
Nebraska,US,2020/10/16,56714,547
Nebraska,US,2020/10/3,47403,497
Nebraska,US,2020/7/23,23818,316
Nebraska,US,2020/5/28,13249,163
Nebraska,US,2020/8/23,31889,378
Nebraska,US,2020/7/6,20046,283
Nebraska,US,2020/8/15,30241,361
Nebraska,US,2020/10/23,62510,591
Nebraska,US,2020/10/29,68150,637
Nebraska,US,2021/2/17,197746,2018
Nebraska,US,2020/6/24,18221,257
Nebraska,US,2020/11/5,78012,674
Nebraska,US,2020/12/14,149344,1418
Nebraska,US,2020/10/13,53543,527
Nebraska,US,2020/9/25,43162,468
Nebraska,US,2020/6/14,16730,215
Nebraska,US,2020/5/25,12362,147
Nebraska,US,2020/7/29,25422,324
Nebraska,US,2020/11/28,125323,989
Nebraska,US,2020/9/7,35975,404
Nebraska,US,2021/2/2,191437,1929
Nebraska,US,2021/1/21,185346,1868
Nebraska,US,2020/12/4,136325,1186
Nebraska,US,2020/9/22,41785,461
Nebraska,US,2020/6/4,15139,187
Nebraska,US,2020/7/17,22361,301
Nebraska,US,2020/9/17,39921,442
Nebraska,US,2020/8/17,30563,362
Nebraska,US,2021/1/27,188784,1917
Nebraska,US,2020/9/24,42731,462
Nebraska,US,2020/11/29,126466,989
Nebraska,US,2020/12/5,138568,1194
Nebraska,US,2020/5/24,12134,147
Nebraska,US,2020/10/5,48259,503
Nebraska,US,2020/7/24,24174,316
Nebraska,US,2020/8/25,32348,383
Nebraska,US,2020/6/25,18346,260
Nebraska,US,2020/11/13,94922,775
Nebraska,US,2020/12/24,160357,1568
Nebraska,US,2021/2/15,197328,2003
Nebraska,US,2020/10/24,63215,595
Nebraska,US,2020/5/20,11122,138
Nebraska,US,2020/6/29,19042,269
Nebraska,US,2020/8/29,33753,392
Nebraska,US,2020/12/12,147688,1365
Nebraska,US,2021/2/21,198949,2047
Nebraska,US,2020/11/4,75888,669
Nebraska,US,2020/9/5,35805,404
Nebraska,US,2020/6/16,17038,231
Nebraska,US,2020/10/21,60308,576
Nebraska,US,2021/1/28,189597,1921
Nebraska,US,2021/1/30,190570,1920
Nebraska,US,2020/8/16,30372,361
Nebraska,US,2020/12/21,157103,1511
Nebraska,US,2020/7/11,20998,285
Nebraska,US,2021/1/13,179199,1803
Nebraska,US,2020/5/22,11662,147
Nebraska,US,2021/1/15,180910,1837
Nebraska,US,2020/7/16,22134,299
Nebraska,US,2020/6/11,16315,212
Nebraska,US,2020/11/15,98161,779
Nebraska,US,2020/10/10,51887,519
Nebraska,US,2020/8/5,27489,340
Nebraska,US,2021/1/9,175620,1737
Nebraska,US,2020/12/2,132530,1128
Nebraska,US,2021/1/8,174614,1733
Nebraska,US,2020/5/27,12984,153
Nebraska,US,2020/6/27,18775,267
Nebraska,US,2020/7/30,25766,328
Nebraska,US,2020/9/30,45564,478
Nebraska,US,2020/7/27,24899,317
Nebraska,US,2020/11/2,72620,656
Nebraska,US,2021/1/24,187147,1879
Nebraska,US,2020/8/30,34046,392
Nebraska,US,2020/10/2,46977,493
Nebraska,US,2020/9/27,44063,470
Nebraska,US,2021/1/16,180910,1837
Nebraska,US,2020/5/30,13905,170
Nebraska,US,2020/8/27,33101,391
Nebraska,US,2020/6/30,19177,274
Nebraska,US,2020/11/30,128407,1018
Nebraska,US,2020/12/7,141127,1236
Nebraska,US,2020/10/30,69645,646
Nebraska,US,2020/11/7,82395,703
Nebraska,US,2020/12/30,165297,1611
Nebraska,US,2020/7/19,22583,301
Nebraska,US,2020/8/19,31040,371
Nebraska,US,2020/8/2,26702,332
Nebraska,US,2020/9/19,40797,442
Nebraska,US,2020/7/9,20623,284
Nebraska,US,2020/10/17,57332,547
Nebraska,US,2020/9/12,38120,437
Nebraska,US,2020/8/9,28432,345
Nebraska,US,2020/6/9,15918,189
Nebraska,US,2020/9/9,36917,421
Nebraska,US,2020/7/12,21172,285
Nebraska,US,2020/12/20,156382,1486
Nebraska,US,2020/11/17,103805,816
Nebraska,US,2020/8/12,29244,356
Nebraska,US,2020/6/12,16522,215
Nebraska,US,2020/11/20,111661,897
Nebraska,US,2020/12/17,153400,1453
Nebraska,US,2020/10/20,59409,565
Nebraska,US,2021/2/14,197236,2002
Nebraska,US,2020/12/25,161162,1558
Nebraska,US,2020/11/12,92553,756
Nebraska,US,2020/10/12,52839,522
Nebraska,US,2020/9/20,41083,442
Nebraska,US,2020/6/20,17707,244
Nebraska,US,2020/8/20,31348,373
Nebraska,US,2020/7/20,22847,313
Nebraska,US,2021/1/20,184482,1862
Nebraska,US,2021/1/12,177670,1791
Nebraska,US,2020/6/17,17231,234
Nebraska,US,2020/9/4,35661,404
Nebraska,US,2020/10/25,63797,596
Nebraska,US,2020/11/25,117682,950
Nebraska,US,2020/7/4,19827,284
Nebraska,US,2020/8/4,27178,332
New York,US,2020/4/24,271590,21411
New York,US,2020/6/15,383944,30856
New York,US,2020/8/24,430145,32887
New York,US,2020/5/6,323978,25623
New York,US,2020/12/23,878702,36876
New York,US,2020/7/25,411200,32608
New York,US,2020/11/19,579382,34215
New York,US,2020/7/7,398237,32243
New York,US,2021/1/19,1268692,41368
New York,US,2021/2/13,1531540,45751
New York,US,2020/11/6,522021,33664
New York,US,2021/1/10,1135592,39632
New York,US,2020/12/13,775160,35557
New York,US,2020/11/24,607001,34362
New York,US,2021/1/5,1048281,38743
New York,US,2020/8/14,424167,32827
New York,US,2021/2/12,1522785,45597
New York,US,2020/9/29,457649,33144
New York,US,2020/4/14,203020,10842
New York,US,2021/1/4,1035139,38599
New York,US,2021/1/11,1149771,39834
New York,US,2020/9/13,444365,33023
New York,US,2020/5/29,368284,29646
New York,US,2020/5/16,348232,28049
New York,US,2020/10/4,464582,33205
New York,US,2020/11/21,590823,34296
New York,US,2020/9/16,446366,33042
New York,US,2021/2/6,1470301,44664
New York,US,2020/4/27,291996,22668
New York,US,2020/7/22,408886,32558
New York,US,2020/8/11,422003,32787
New York,US,2020/11/9,532180,33705
New York,US,2020/6/5,376208,30236
New York,US,2021/1/26,1358707,42726
New York,US,2020/12/10,743242,35266
New York,US,2020/5/1,308314,24039
New York,US,2020/8/7,419642,32760
New York,US,2020/7/14,403175,32408
New York,US,2020/12/31,978783,37983
New York,US,2020/10/6,466908,33219
New York,US,2021/2/9,1497475,45140
New York,US,2020/9/14,444948,33030
New York,US,2020/5/14,343051,27641
New York,US,2020/12/6,705827,34958
New York,US,2021/2/4,1450912,44298
New York,US,2020/12/28,932552,37548
New York,US,2020/10/28,500677,33435
New York,US,2020/6/22,388488,31176
New York,US,2020/8/22,429165,32871
New York,US,2021/1/2,1011665,38273
New York,US,2021/2/19,1577197,46593
New York,US,2020/12/15,794557,35831
New York,US,2021/2/10,1504059,45312
New York,US,2020/11/10,532180,33705
New York,US,2020/10/15,479400,33337
New York,US,2020/4/22,263292,19413
New York,US,2020/10/11,474286,33294
New York,US,2020/5/3,316415,24708
New York,US,2021/2/8,1489196,44969
New York,US,2020/11/26,620199,34443
New York,US,2020/12/26,914522,37286
New York,US,2020/11/11,540965,33961
New York,US,2020/9/21,450473,33092
New York,US,2020/9/3,437107,32976
New York,US,2020/8/21,428512,32864
New York,US,2020/8/3,416843,32719
New York,US,2020/5/21,356458,28743
New York,US,2020/4/21,258361,19104
New York,US,2020/6/18,385760,30974
New York,US,2020/7/18,406305,32478
New York,US,2020/12/8,722464,35118
New York,US,2020/5/13,340661,27477
New York,US,2021/1/6,1064297,38912
New York,US,2020/10/1,460031,33159
New York,US,2020/6/8,378799,30417
New York,US,2020/6/13,382630,30795
New York,US,2020/5/8,330407,26243
New York,US,2020/8/31,434756,32957
New York,US,2020/12/18,828166,36177
New York,US,2020/5/31,370770,29784
New York,US,2020/9/26,454760,33125
New York,US,2020/9/8,440578,33016
New York,US,2020/11/1,509735,33535
New York,US,2021/1/18,1255971,41173
New York,US,2021/2/20,1585435,46703
New York,US,2020/5/26,363836,29302
New York,US,2020/12/3,674093,34775
New York,US,2020/6/26,391220,31342
New York,US,2020/6/23,389085,31232
New York,US,2020/11/3,513689,33543
New York,US,2020/5/23,359926,29031
New York,US,2020/7/1,394079,32043
New York,US,2021/1/3,1023897,38415
New York,US,2020/8/1,415767,32694
New York,US,2020/12/16,804555,35927
New York,US,2020/11/16,563690,34054
New York,US,2020/6/28,392539,31397
New York,US,2020/7/28,412878,32653
New York,US,2021/1/31,1419907,43634
New York,US,2021/2/5,1458809,44466
New York,US,2020/9/23,451892,33090
New York,US,2020/10/14,477940,33316
New York,US,2021/1/25,1347667,42544
New York,US,2020/12/29,950473,37687
New York,US,2020/9/6,439501,32987
New York,US,2021/2/7,1480224,44839
New York,US,2020/9/2,436218,32972
New York,US,2020/10/7,468268,33226
New York,US,2020/5/2,312977,24198
New York,US,2020/7/2,394954,32064
New York,US,2020/6/19,386556,31015
New York,US,2020/6/2,373040,29968
New York,US,2021/2/11,1514070,45453
New York,US,2020/10/22,490134,33396
New York,US,2020/10/19,485279,33366
New York,US,2020/8/10,421336,32781
New York,US,2021/2/3,1443942,44148
New York,US,2020/9/10,441911,33019
New York,US,2021/1/1,995816,38155
New York,US,2020/6/10,380156,30542
New York,US,2020/10/27,498646,33433
New York,US,2020/7/10,400299,32331
New York,US,2020/5/10,335395,26641
New York,US,2020/11/22,596214,34319
New York,US,2020/12/22,866765,36724
New York,US,2020/12/27,922145,37411
New York,US,2021/2/18,1568624,46436
New York,US,2020/11/27,628375,34477
New York,US,2020/6/6,377316,30280
New York,US,2020/9/15,445714,33038
New York,US,2020/8/6,418928,32756
New York,US,2021/1/17,1242561,40993
New York,US,2021/1/7,1081885,39118
New York,US,2020/7/15,404006,32427
New York,US,2020/5/15,345813,27878
New York,US,2020/11/23,602120,34339
New York,US,2020/11/14,556551,34010
New York,US,2021/1/23,1323312,42134
New York,US,2020/6/7,378097,30374
New York,US,2020/12/19,838085,36318
New York,US,2020/5/11,337055,26988
New York,US,2020/9/11,442791,33019
New York,US,2020/12/9,733064,35183
New York,US,2020/7/5,397131,32206
New York,US,2020/10/9,471696,33290
New York,US,2020/4/16,223691,14832
New York,US,2020/6/3,374085,30019
New York,US,2020/9/18,448052,33085
New York,US,2020/7/3,395872,32137
New York,US,2020/12/11,753837,35357
New York,US,2020/10/8,470104,33227
New York,US,2020/10/26,496655,33424
New York,US,2020/5/18,351371,28339
New York,US,2020/4/18,241712,17671
New York,US,2020/6/21,387936,31125
New York,US,2020/7/21,408181,32520
New York,US,2020/11/8,529036,33790
New York,US,2021/2/16,1553117,46141
New York,US,2020/8/18,426571,32857
New York,US,2020/4/13,195749,10058
New York,US,2021/2/1,1428839,43805
New York,US,2020/12/1,655265,34662
New York,US,2020/7/31,415014,32689
New York,US,2020/8/13,423440,32805
New York,US,2020/7/13,402263,32395
New York,US,2020/7/8,398929,32251
New York,US,2020/8/8,420345,32768
New York,US,2021/1/22,1309403,41974
New York,US,2020/10/18,484281,33357
New York,US,2020/11/18,574072,34187
New York,US,2020/4/26,288045,22269
New York,US,2020/4/23,263460,20973
New York,US,2020/10/31,507543,33511
New York,US,2020/7/26,411736,32630
New York,US,2020/8/26,431340,32921
New York,US,2020/9/1,435510,32966
New York,US,2020/6/1,371711,29917
New York,US,2021/1/29,1395806,43278
New York,US,2020/8/28,432767,32934
New York,US,2020/9/28,456460,33140
New York,US,2021/1/14,1193453,40435
New York,US,2020/4/28,295106,22912
New York,US,2020/10/16,481107,33337
New York,US,2020/10/3,463360,33197
New York,US,2020/7/23,409697,32594
New York,US,2020/5/28,366733,29529
New York,US,2020/8/23,429737,32883
New York,US,2020/7/6,397649,32219
New York,US,2020/8/15,424901,32833
New York,US,2020/10/23,491771,33418
New York,US,2020/10/29,503176,33444
New York,US,2021/2/17,1559042,46267
New York,US,2020/6/24,389666,31257
New York,US,2020/4/15,214454,11617
New York,US,2020/11/5,518812,33657
New York,US,2020/12/14,784137,35702
New York,US,2020/10/13,476708,33306
New York,US,2020/9/25,453755,33122
New York,US,2020/6/14,383324,30825
New York,US,2020/5/7,327469,26144
New York,US,2020/5/25,362764,29229
New York,US,2020/7/29,413593,32658
New York,US,2020/4/20,253060,18611
New York,US,2020/11/28,634438,34514
New York,US,2020/9/7,440021,33002
New York,US,2021/2/2,1436788,43982
New York,US,2021/1/21,1293719,41787
New York,US,2020/12/4,685364,34830
New York,US,2020/9/22,451227,33090
New York,US,2020/5/22,358154,28853
New York,US,2020/5/4,318953,24999
New York,US,2020/6/4,375133,30174
New York,US,2020/7/17,405551,32463
New York,US,2020/9/17,447262,33070
New York,US,2020/8/17,425916,32846
New York,US,2021/1/27,1369072,42887
New York,US,2020/9/24,452847,33095
New York,US,2020/11/29,641161,34561
New York,US,2020/12/5,696125,34900
New York,US,2020/5/24,361515,29141
New York,US,2020/10/5,465515,33214
New York,US,2020/7/24,410450,32596
New York,US,2020/8/25,430774,32918
New York,US,2020/6/25,390415,31301
New York,US,2020/11/13,551163,33993
New York,US,2020/12/24,891270,37028
New York,US,2021/2/15,1546408,46000
New York,US,2020/4/25,282143,22009
New York,US,2020/10/24,493832,33418
New York,US,2020/5/20,354370,28636
New York,US,2020/6/29,393403,31403
New York,US,2020/8/29,433402,32938
New York,US,2020/12/12,764966,35441
New York,US,2021/2/21,1591672,46812
New York,US,2020/4/29,299691,23477
New York,US,2020/11/4,515815,33556
New York,US,2020/9/5,438772,32987
New York,US,2020/6/16,384575,30909
New York,US,2020/10/21,488506,33371
New York,US,2021/1/28,1382855,43093
New York,US,2021/1/30,1408698,43453
New York,US,2020/8/16,425508,32840
New York,US,2020/12/21,857049,36568
New York,US,2020/7/11,401029,32343
New York,US,2021/1/13,1179266,40192
New York,US,2020/5/5,321192,25124
New York,US,2021/1/15,1212922,40637
New York,US,2020/7/16,404775,32446
New York,US,2020/6/11,380892,30580
New York,US,2020/11/15,560200,34032
New York,US,2020/10/10,473143,33293
New York,US,2020/8/5,418225,32754
New York,US,2021/1/9,1119284,39471
New York,US,2020/12/2,664238,34718
New York,US,2021/1/8,1101445,39282
New York,US,2020/5/27,364965,29484
New York,US,2020/6/27,391923,31368
New York,US,2020/7/30,414370,32683
New York,US,2020/9/30,458649,33153
New York,US,2020/7/27,412344,32645
New York,US,2020/11/2,511368,33539
New York,US,2021/1/24,1335695,42325
New York,US,2020/8/30,434100,32951
New York,US,2020/10/2,461629,33199
New York,US,2020/9/27,455626,33131
New York,US,2021/1/16,1228867,40806
New York,US,2020/5/30,369660,29710
New York,US,2020/8/27,432131,32926
New York,US,2020/6/30,393454,32032
New York,US,2020/11/30,647980,34605
New York,US,2020/5/19,352845,28558
New York,US,2020/12/7,713129,35034
New York,US,2020/10/30,505431,33506
New York,US,2020/11/7,525608,33680
New York,US,2020/12/30,963390,37840
New York,US,2020/7/19,406807,32495
New York,US,2020/8/19,427202,32865
New York,US,2020/4/19,247815,18298
New York,US,2020/4/30,304372,23587
New York,US,2020/8/2,416298,32710
New York,US,2020/9/19,449038,33081
New York,US,2020/7/9,399513,32283
New York,US,2020/10/17,482891,33347
New York,US,2020/9/12,443640,33023
New York,US,2020/8/9,420860,32774
New York,US,2020/6/9,379482,30458
New York,US,2020/5/9,333122,26612
New York,US,2020/9/9,441154,33019
New York,US,2020/7/12,401706,32350
New York,US,2020/12/20,848042,36431
New York,US,2020/11/17,568778,34156
New York,US,2020/8/12,422703,32797
New York,US,2020/5/12,338485,27284
New York,US,2020/6/12,381714,30758
New York,US,2020/11/20,584850,34252
New York,US,2020/12/17,815469,36052
New York,US,2020/4/12,189033,9385
New York,US,2020/10/20,486480,33366
New York,US,2021/2/14,1539870,45884
New York,US,2020/12/25,903716,37158
New York,US,2020/11/12,545762,33975
New York,US,2020/10/12,475315,33301
New York,US,2020/9/20,449900,33087
New York,US,2020/6/20,387272,31083
New York,US,2020/8/20,427803,32861
New York,US,2020/7/20,407326,32506
New York,US,2021/1/20,1279811,41587
New York,US,2021/1/12,1164562,40020
New York,US,2020/5/17,350121,28232
New York,US,2020/6/17,385142,30939
New York,US,2020/9/4,437971,32982
New York,US,2020/10/25,495464,33422
New York,US,2020/11/25,613266,34388
New York,US,2020/7/4,396598,32157
New York,US,2020/8/4,417589,32725
New York,US,2020/4/17,230597,17131
Oklahoma,US,2020/6/15,8417,359
Oklahoma,US,2020/8/24,53522,730
Oklahoma,US,2020/5/6,4202,253
Oklahoma,US,2020/12/23,269276,2283
Oklahoma,US,2020/7/25,30081,496
Oklahoma,US,2020/11/19,164340,1588
Oklahoma,US,2020/7/7,17220,404
Oklahoma,US,2021/1/19,358374,3037
Oklahoma,US,2021/2/13,412276,3994
Oklahoma,US,2020/11/6,131751,1429
Oklahoma,US,2021/1/10,331362,2761
Oklahoma,US,2020/12/13,237668,2064
Oklahoma,US,2020/11/24,180610,1664
Oklahoma,US,2021/1/5,308268,2571
Oklahoma,US,2020/8/14,46897,644
Oklahoma,US,2021/2/12,410818,3959
Oklahoma,US,2020/9/29,86219,1018
Oklahoma,US,2021/1/4,306771,2552
Oklahoma,US,2021/1/11,335247,2775
Oklahoma,US,2020/9/13,69354,905
Oklahoma,US,2020/5/29,6338,329
Oklahoma,US,2020/5/16,5237,288
Oklahoma,US,2020/10/4,90748,1051
Oklahoma,US,2020/11/21,170924,1624
Oklahoma,US,2020/9/16,72284,924
Oklahoma,US,2021/2/6,401780,3761
Oklahoma,US,2020/7/22,27298,474
Oklahoma,US,2020/8/11,44728,618
Oklahoma,US,2020/11/9,138455,1444
Oklahoma,US,2020/6/5,7007,345
Oklahoma,US,2021/1/26,376424,3323
Oklahoma,US,2020/12/10,225453,1980
Oklahoma,US,2020/12/19,255868,2189
Oklahoma,US,2020/5/1,3748,230
Oklahoma,US,2020/8/7,42255,600
Oklahoma,US,2020/7/14,21740,428
Oklahoma,US,2020/12/31,290936,2489
Oklahoma,US,2020/10/6,93346,1066
Oklahoma,US,2021/2/9,406064,3870
Oklahoma,US,2020/9/14,70223,905
Oklahoma,US,2020/5/14,4963,284
Oklahoma,US,2020/12/6,216486,1896
Oklahoma,US,2021/2/4,397065,3681
Oklahoma,US,2020/12/28,282587,2383
Oklahoma,US,2020/10/28,119152,1286
Oklahoma,US,2020/6/22,10734,369
Oklahoma,US,2020/8/22,52599,725
Oklahoma,US,2021/1/2,296055,2527
Oklahoma,US,2021/2/19,417345,4132
Oklahoma,US,2020/12/15,241991,2086
Oklahoma,US,2021/2/10,407724,3900
Oklahoma,US,2020/11/10,140157,1451
Oklahoma,US,2020/10/15,103836,1143
Oklahoma,US,2020/10/11,99387,1098
Oklahoma,US,2020/5/3,3972,238
Oklahoma,US,2021/2/8,404994,3817
Oklahoma,US,2020/11/26,184342,1680
Oklahoma,US,2020/12/26,276508,2357
Oklahoma,US,2020/11/11,142334,1470
Oklahoma,US,2020/9/21,77908,948
Oklahoma,US,2020/9/3,61027,835
Oklahoma,US,2020/8/21,51746,715
Oklahoma,US,2020/8/3,38602,551
Oklahoma,US,2020/5/21,5680,304
Oklahoma,US,2020/6/18,9355,366
Oklahoma,US,2020/7/18,25057,451
Oklahoma,US,2020/12/8,220686,1922
Oklahoma,US,2020/5/13,4858,278
Oklahoma,US,2021/1/6,311573,2633
Oklahoma,US,2020/10/1,88369,1035
Oklahoma,US,2020/6/8,7205,348
Oklahoma,US,2020/6/13,8073,359
Oklahoma,US,2020/5/8,4424,266
Oklahoma,US,2020/8/31,58733,800
Oklahoma,US,2020/12/18,251760,2161
Oklahoma,US,2020/5/31,6418,334
Oklahoma,US,2020/9/26,83510,1004
Oklahoma,US,2020/9/8,65053,854
Oklahoma,US,2020/11/1,124111,1345
Oklahoma,US,2021/1/18,356816,2994
Oklahoma,US,2021/2/20,418318,4155
Oklahoma,US,2020/5/26,6138,318
Oklahoma,US,2020/12/3,204048,1836
Oklahoma,US,2020/6/26,12347,377
Oklahoma,US,2020/6/23,11031,371
Oklahoma,US,2020/11/3,126526,1375
Oklahoma,US,2020/5/23,5960,311
Oklahoma,US,2020/7/1,14119,389
